archivo,titulo,anio,A,evidencia_A,B,evidencia_B,C,evidencia_C,D,confianza
01856_Revista_Amazónica_de_Ciencias_2026.pdf,Relación entre el presupuesto público y la calidad del gasto en el Gobierno Regional de San Martín,2026,No,"""seleccionándose una muestra probabilística... determinado mediante muestreo aleatorio simple""",No,Sin evidencia,No,"""constituya un factor determinante para mejorar la calidad del gasto en el ámbito regional""",Sin falla relevante,Alta
01857_Revista_Amazónica_de_Ciencias_2025.pdf,Agroturismo sostenible impulsando el desarrollo local: Caso de estudio en Rancho Escondido,2025,Sí,"""encuesta fue aplicada... a través de Google Forms""",No,Sin evidencia,Sí,"""analizar la implementación del agroturismo... y su potencial para impulsar el desarrollo local""",Falla fuerte clásica,Media
01858_Revista_Amazónica_de_Ciencias_2025.pdf,Influencia de las características arquitectónicas en la calidad del servicio de mercados de abastos,2025,No,"""utilizando un muestreo probabilístico aleatorio simple""",No,Sin evidencia,No,"""determinar las características arquitectónicas... y su influencia en la calidad del servicio""",Sin falla relevante,Alta
01859_Revista_Amazónica_de_Ciencias_2025.pdf,Integración de los objetivos de desarrollo sostenible en emprendimientos turísticos de Manabí,2025,No,"""La muestra del estudio se conformó por 206 emprendimientos turísticos""",No,Sin evidencia,Sí,"""analiza la incorporación de los Objetivos de Desarrollo Sostenible (ODS) en emprendimientos turísticos""",Sin falla relevante,Baja
01860_Revista_Amazónica_de_Ciencias_2025.pdf,Marketing verde e imagen de marca: Caso de estudio en una empresa distribuidora de agua,2025,No,"""aplicó un muestreo probabilístico aleatorio simple""",No,Sin evidencia,No,"""determinar la relación entre el marketing verde y la imagen de marca""",Sin falla relevante,Alta
01866_Revista_Científica_de_Sistemas_2025.pdf,Sentiment analysis in social network X for the evaluation of the positioning of candidates,2025,Sí,"""research sample consisted of 151,821 posts... collected from users of the social network""",Sí,"""sentiments expressed on X/Twitter may be biased on some occasions; however, they are excellent guides""",Sí,"""determine and analyze their popularity and acceptance among the inhabitants of Mexico""",Falla fuerte con reconocimiento,Alta
01929_Revista_Argentina_de_Reumatolo_2024.pdf,CAMBIO DE MECANISMO DE ACCIÓN VS. SEGUNDO INHIBIDOR DEL TNF,2024,Sí,"""Se recopilaron datos del registro BIOBADASAR 3.0""",No,Sin evidencia,Sí,"""quienes rotaron el mecanismo de acción... presentaron menor riesgo de discontinuación""",Falla fuerte clásica,Media
01930_Revista_Argentina_de_Reumatolo_2024.pdf,ENFERMEDAD PULMONAR INTERSTICIAL AUTOINMUNE ASINTOMÁTICA,2024,Sí,"""dentro de la cohorte multicéntrica y multidisciplinaria EPIMAR II""",No,Sin evidencia,Sí,"""La prevalencia de EPI-Ai asintomática en equipos multidisciplinarios es alta""",Falla fuerte clásica,Media
01956_Salud_Colectiva_2024.pdf,Estigma en personas sin hogar y atención en salud,2024,Sí,"""La selección muestral fue de carácter intencional""",Sí,"""se asume con ello la limitación de una mayor probabilidad de desgaste muestral""",Sí,"""Este abordaje puede ser incluido en la planificación de otros programas Housing First""",Falla fuerte con reconocimiento,Alta
01957_Salud_Colectiva_2023.pdf,La supervivencia por sobre el ideal de maternidad,2023,Sí,"""seleccionadas a través de muestreo teórico intencionado""",No,Sin evidencia,Sí,"""promuevan la conformación de grupos de apoyo para madres y familias migrantes""",Falla fuerte clásica,Alta
01961_ABCS_Health_Sciences_2026.pdf,Relationship between functional capacity and reduced lung function in adults with long Covid,2026,Sí,"""list consisting of 4,014 individuals who had tested positive... criteria were applied""",Sí,"""sample size restricts the generalization of the results""",Sí,"""findings can contribute to the adaptation of specific treatments for long COVID""",Falla fuerte con reconocimiento,Alta
01963_ABCS_Health_Sciences_2025.pdf,Analysis of Sleep Quality in Patients with Hereditary Angioedema,2025,Sí,"""Patients were invited... during outpatient consultations""",Sí,"""main one being the sample size, a common limitation in articles on rare genetic diseases""",Sí,"""suggests relevant issues to be discussed by the medical community""",Falla fuerte con reconocimiento,Alta
01966_ABCS_Health_Sciences_2025.pdf,Presence of symptoms after COVID-19 infection may explain the onset of female urinary incontinence,2025,Sí,"""Participants were invited to participate through social media""",No,Sin evidencia,Sí,"""results may redirect the urogynecological management of COVID-19 survivors""",Falla fuerte clásica,Alta
01967_ABCS_Health_Sciences_2025.pdf,Regular exercise in adolescents with ACE gene polymorphism,2025,Sí,"""adolescents... from a state public school""",No,Sin evidencia,Sí,"""Regular physical activity in adolescents can contribute to the maintenance of blood pressure""",Falla fuerte clásica,Alta
01968_ABCS_Health_Sciences_2024.pdf,Epidemiological study of Hepatitis C in people deprived of liberty,2024,No,"""A simple random sample of 233 participants... was calculated""",Sí,"""variable predictors... have been limited only to age group, drug use, and co-infection""",Sí,"""Prevalence Ratios... which could be generalized for the population""",Sin falla relevante,Alta
01972_Acta_Ortopédica_Brasileira_2025.pdf,Evaluation of arthroscopic treatment of triangular fibrocartilage,2025,Sí,"""patients with TFCC lesions treated surgically between Feb 2021 and Sep 2023""",Sí,"""retrospective design with inherent biases, small sample size... may interfere""",Sí,"""combination of advanced imaging... can significantly improve clinical outcomes""",Falla fuerte con reconocimiento,Alta
01973_Acta_Ortopédica_Brasileira_2025.pdf,Genicular nerve ablation in knee osteoarthritis,2025,Sí,"""Patients with knee osteoarthritis were selected and randomized""",Sí,"""relatively small sample size... may not be representative of the general population""",Sí,"""ablation in patients with severe OAJ can provide lasting improvements""",Falla fuerte con reconocimiento,Alta
01552_Actualidades_Biológicas_2025.pdf,Evaluación preliminar del uso del hábitat y del tiempo en un grupo urbano de tití gris,2025,Sí,"""estudio se basa en un solo grupo social""",Sí,"""caution has to be taken in their extrapolation""",Sí,"""titíes... exhibit a notable seasonal variation""",Falla fuerte con reconocimiento,Alta
01593_Cultura_y_Droga_2025.pdf,Relación entre el craving y el trastorno por uso de metanfetamina en pacientes en tratamiento residencial,2025,Sí,"""muestra se limitó a pacientes en tratamiento residencial en seis centros""",Sí,"""Esto restringe la generalización de los resultados""",Sí,"""hallazgos resaltan la importancia del craving en la progresión del TUM""",Falla fuerte con reconocimiento,Alta
01597_Cultura_y_Droga_2024.pdf,Detección de fentanilo en estimulantes y reducción de daños en ciudades de México,2024,Sí,"""efectivamente se utilizó un muestreo a conveniencia""",Sí,"""estudio no son representativos debido... a la conveniencia""",No,"""No se busca... realizar generalizaciones simplistas""",Debilidad importante,Alta
01605_Desafíos_2025.pdf,“A la gente como yo nos da lo mismo”. Efectos de las condiciones materiales en la indiferencia política,2025,No,"""se utiliza una regresión logística con datos de Latinobarómetro""",Sí,"""modelo aporta señales de poca predictividad""",Sí,"""indiferencia ciudadana frente al régimen político en América Latina""",Sin falla relevante,Alta
01642_RHS_Revista_Humanismo_y_Socied_2026.pdf,Estado nutricional y determinantes sociales de la salud en niños del barrio Palenque,2026,Sí,"""No se calculó tamaño de muestra ni se utilizó una técnica de muestreo""",Sí,"""tamaño reducido... y la imposibilidad de realizar análisis de asociación""",Sí,"""hallazgos... aportan a la radiografía de los problemas de malnutrición infantil""",Falla fuerte con reconocimiento,Alta
01650_RHS_Revista_Humanismo_y_Socied_2025.pdf,La comprensión del fenómeno de la muerte en la perspectiva del estudiante universitario,2025,Sí,"""participación de estudiantes de la Universidad de San Buenaventura [y otras tres]""",No,Sin evidencia,Sí,"""estudiantes universitarios, en su mayoría, aceptan la muerte""",Falla fuerte clásica,Media
01663_Revista_Colombiana_de_Obstetri_2024.pdf,"Respuesta a la carta al Editor sobre “Cociente neutrófilos/linfocitos preoperatorios...""",2024,Sí,"""es una muestra limitada""",Sí,"""estamos de acuerdo en que es una muestra limitada""",Sí,"""aportación útil a las posibilidades que ofrece la investigación del CNL""",Falla fuerte con reconocimiento,Alta
01664_Revista_Colombiana_de_Obstetri_2022.pdf,Prevalencia de disfunción sexual en gestantes en control prenatal en Rionegro,2022,Sí,"""Se hizo muestreo por conveniencia""",Sí,"""muestreo por conveniencia limita la generalización""",Sí,"""disfunción sexual se presenta en por lo menos un tercio de las gestantes""",Falla fuerte con reconocimiento,Alta
01667_Revista_Colombiana_de_Obstetri_2020.pdf,Prevalencia de infección por VPH de alto riesgo y citología anormal anal en mujeres con displasia cervical,2020,Sí,"""Muestreo consecutivo [por conveniencia]""",Sí,"""muestreo no aleatorio, las conclusiones solo se aplican a la población estudiada""",Sí,"""prevalencia de infección anal por VPH-AR... fue del 32 %""",Falla fuerte con reconocimiento,Alta
01670_Revista_Colombiana_de_Obstetri_2016.pdf,"Respuestas a: Comentarios sobre el artículo “Comparación de dos protocolos de manejo en preeclampsia...""",2016,Sí,"""metodología del estudio, al ser una cohorte retrospectiva""",Sí,"""estudio no genera un grado de recomendación fuerte por el tipo de diseño""",Sí,"""protocolos de manejo aplicados a la población Latinoamericana""",Falla fuerte con reconocimiento,Alta
01686_Revista_Virtual_Universidad_Ca_2025.pdf,"Condiciones sociodemográficas, económicas, nutricionales y salud mental...",2025,No,"""seleccionados mediante muestreo probabilístico, representativo por ciudad""",Sí,"""pudo haber afectado de manera considerable la muestra""",Sí,"""prevalencia de depresión en personas mayores a nivel nacional""",Sin falla relevante,Alta
01691_Revista_de_Economía_del_Rosari_2026.pdf,Análisis de factores no cognitivos y desempeño académico. El caso de la Universidad del Rosario...,2025,No,"""base de datos con la que se cuenta... se compone de estudiantes recién ingresados""",Sí,"""modelo aporta señales de poca predictividad""",No,"""El caso de la Universidad del Rosario, 2018""",Sin falla relevante,Alta
01692_Revista_de_Economía_del_Rosari_2026.pdf,Las capacidades de los economistas que son más demandadas en el mercado laboral...,2026,Sí,"""no se utilizó ningún método de muestreo aleatorio""",Sí,"""Los encuestados no representan estadísticamente a las poblaciones objetivo""",No,"""quienes respondieron tienen más interés... que el grueso de los jefes""",Debilidad importante,Alta
01699_Revista_de_Economía_del_Rosari_2023.pdf,Teletrabajo y comportamiento creativo,2023,No,"""muuestra se hizo de forma probabilística por conglomerados""",Sí,"""se centra en el sector eléctrico... lo que reduce la generalización""",No,"""centra en el sector eléctrico colombiano""",Sin falla relevante,Alta
01714_Revista_de_Investigación_Agrar_2025.pdf,Interrelationship between Good Agricultural Practices and the quality of refrigerated raw milk...,2025,No,"""estudio en unidades de producción lecheras del Vale do Taquari""",No,Sin evidencia,No,Sin evidencia,Sin falla relevante,Media
01718_Revista_de_Investigación_Agrar_2023.pdf,Productividad y estimación de la emisión de metano en vacas de leche...,2024,No,"""observaciones del individuo j en el tratamiento i""",No,Sin evidencia,No,Sin evidencia,Sin falla relevante,Alta
01719_Revista_de_Investigación_Agrar_2023.pdf,"Relación entre material particulado, variables meteorológicas e infecciones respiratorias...",2024,No,"""se utilizó información oficial... registros suministrados por el Hospital""",Sí,"""no se podría utilizar para estimar los posibles eventos futuros""",No,"""no se puede concluir que... influyen sobre la salud respiratoria de todos los barrios""",Sin falla relevante,Alta
01724_Suma_de_Negocios_2025.pdf,Retos en la gestión del talento humano: el papel del marketing interno...,2025,Sí,"""muestra (802 empleados) corresponde a la filial en Jalisco""",No,Sin evidencia,Sí,"""marketing interno para la gestión del talento humano""",Falla fuerte clásica,Alta
01726_Suma_de_Negocios_2024.pdf,Employment and salaries of university graduates: impact evaluation...,2024,No,"""population consisted of 4,677 untreated and 936 treated students""",No,Sin evidencia,No,Sin evidencia,Sin falla relevante,Alta
01728_Suma_de_Negocios_2024.pdf,Informalidad y desempeño económico: una aproximación inicial...,2024,No,"""muestreo fue estratificado""",No,Sin evidencia,Sí,"""desempeño de la economía del Perú""",Sin falla relevante,Alta
01730_Suma_de_Negocios_2024.pdf,Modelo de 4Fs del marketing digital: vínculo con el posicionamiento de Marca,2024,Sí,"""tipo de muestra fue no probabilística, de tipo autoseleccionada""",Sí,"""estudio no es generalizable debido a que la muestra fue autoseleccionada""",Sí,"""esfuerzos que realicen las empresas hoteleras... contribuirá de manera importante""",Falla fuerte con reconocimiento,Alta
01731_Universidad_y_Salud_2026.pdf,Prevalencia de consumo de alimentos fuente de zinc... en niños de un hogar infantil,2026,No,"""selección se efectuó mediante un muestreo probabilístico aleatorio simple""",Sí,"""por tratarse de un estudio transversal, no se efectuó la medición de los mecanismos causales""",Sí,"""aporta evidencia científica reciente sobre la dinámica que determina la ingesta""",Sin falla relevante,Alta
01732_Universidad_y_Salud_2025.pdf,Estrategias didácticas para la prevención de parásitos intestinales en niños escolares,2025,No,"""Se seleccionaron de forma aleatoria... ambos seleccionados de forma aleatoria""",Sí,"""se corre el riesgo de no lograr los resultados esperados debido a los múltiples factores""",Sí,"""aporta información relevante para la implementación de propuestas educativas... en los niños... del país""",Sin falla relevante,Alta
01733_Universidad_y_Salud_2025.pdf,Percepción de riesgo y consumo de cigarro electrónico en estudiantes de enfermería,2025,Sí,"""se empleó un muestreo no probabilístico por conveniencia""",Sí,"""tamaño reducido de la muestra puede limitar la generalización""",Sí,"""formación en enfermería puede tener un efecto protector""",Falla fuerte con reconocimiento,Alta
01734_Universidad_y_Salud_2025.pdf,"Return to work, family functionality, and social support in women...",2025,Sí,"""A non-probabilistic, convenience sampling method was used""",Sí,"""population sample is not representative... as data were collected through convenience sampling""",Sí,"""For a pregnant woman over 35 years of age... a functional family... actúan positivamente""",Falla fuerte con reconocimiento,Alta
01735_Universidad_y_Salud_2025.pdf,Utilidad de la Escala de Alvarado en pacientes pediátricos con dolor abdominal,2025,No,"""historias fueron seleccionadas mediante un muestreo aleatorio sistemático""",Sí,"""debilidades fueron: su carácter retrospectivo""",Sí,"""EA útil en la evaluación y el manejo de niños con dolor abdominal""",Sin falla relevante,Alta
01737_Universidad_y_Salud_2024.pdf,Abriendo puertas para la vida: Programa de prevención de conductas suicidas,2024,Sí,"""Participaron nueve docentes voluntarios... no se realizó un muestreo probabilístico""",Sí,"""Al considerar la limitación del número de participantes... pueden no ser generalizables""",Sí,"""programa “Abriendo Puertas para la Vida” evidenció efectividad y pertinencia""",Falla fuerte con reconocimiento,Alta
01740_Universidad_y_Salud_2024.pdf,Rol comunicativo del cuidador en pacientes con accidente cerebrovascular,2025,Sí,"""seleccionados según muestreo por criterios y reclutamiento en cadena""",No,Sin evidencia,Sí,"""Es necesario cualificar al cuidador en la atención del paciente con accidente cerebrovascular""",Falla fuerte clásica,Alta
01760_Cedamaz_2024.pdf,Satisfacción estudiantil posutilización del simulador dental para prácticas de anestesia,2024,Sí,"""estudiantes... quienes participaron voluntariamente""",No,Sin evidencia,Sí,"""simulador dental... es una metodología de enseñanza-aprendizaje útil para los estudiantes""",Falla fuerte clásica,Media
01204_Heringeriana_2025.pdf,Knowledge of species Psidium L. in Cerrado communities...,2025,Sí,"""identify people interested in participating""",Sí,"""statistical comparisons not recommended""",Sí,"""people incorporated knowledge... into their repertoire""",Falla fuerte con reconocimiento,5
01247_Journal_on_Interactive_Systems_2025.pdf,Perception and Precision: How VST and OST Headsets Influence Task Execution,2025,Sí,"""Eighty volunteers were split""",Sí,"""did not include the same participants""",Sí,"""HMDs can... impair speed and accuracy in common... activities""",Falla fuerte con reconocimiento,5
01250_Journal_on_Interactive_Systems_2025.pdf,What are the Project Management Practices in the Digital Games Industry?,2025,Sí,"""sampling plan was non-probabilistic and judgment-based""",Sí,"""respondents with less than five years... represents a limitation""",Sí,"""provides a comprehensive overview of DGPM practices""",Falla fuerte con reconocimiento,5
01281_Orbital_The_Electronic_Journal_2026.pdf,The Correlation Between High School Students' Visual-Spatial Ability and... Stoichiometry,2026,Sí,"""70 students from two private senior high schools""",Sí,"""relatively small and geographically limited sample""",Sí,"""improving students’ visual-spatial skills may enhance their ability""",Falla fuerte con reconocimiento,5
01293_Processando_o_Saber_2025.pdf,Creches para cães: um capricho ou uma necessidade?,2025,Sí,"""distribuído via hiperlink aos moradores da região""",No,Sin evidencia,Sí,"""impacto das creches para cães na vida moderna da família""",Falla fuerte clásica,5
01303_Prâksis_2026.pdf,Infâncias em dissidências de gênero: a afeminação em pauta...,2026,Sí,"""questionário online... método 'bola de neve'""",Sí,"""número restrito de participants nas entrevistas""",Sí,"""meninos que performam aproximações... estão mais vulneráveis""",Falla fuerte con reconocimiento,5
01307_Prâksis_2025.pdf,Recursos educativos basados en la arqueología para la identidad cultural...,2025,Sí,"""técnica de muestreo no probabilístico intencional""",No,Sin evidencia,Sí,"""representan una alternativa innovadora para el desarrollo de habilidades""",Falla fuerte clásica,4
01342_Revista_Brasileira_de_Estudos_2025.pdf,El ciclo económico: una pieza en el rompecabezas de los jóvenes...,2025,No,"""datos de encuestas armonizadas para catorce países""",No,Sin evidencia,Sí,"""proporción de nini sigue un patrón contracíclico""",Sin falla relevante,4
01343_Revista_Brasileira_de_Estudos_2025.pdf,Estimating depression-free life expectancy in the hearing-impaired population...,2025,No,"""complex survey design characterized by probabilistic sampling""",Sí,"""self-reported... data carry inherent biases""",Sí,"""Estimating... in the hearing-impaired population in Brazil""",Sin falla relevante,5
01345_Revista_Brasileira_de_Estudos_2025.pdf,Preferências reprodutivas e fecundidade não realizada no Brasil,2025,Sí,"""pesquisa inédita realizada on-line... YouGov"" (panel de voluntarios)",No,Sin evidencia,Sí,"""A maioria dos brasileiros... desejo predominante era ter dois filhos""",Falla fuerte clásica,Alta
01346_Revista_Brasileira_de_Estudos_2025.pdf,"Tipos de relações conjugais, papéis de gênero e diferenciais socioeconômicos no Brasil",2025,No,"""Utilizando dados da PNAD 2014""",Sí,"""alcance desta proxy é insuficiente para captar toda a complexidade""",Sí,"""casais brasileiros foram classificados em uma escala""",Sin falla relevante,Alta
01363_Revista_Brasileira_de_Saúde_Ma_2025.pdf,Maternal intention to use child care and actual enrollment...,2025,Sí,"""selected health district... women in the third trimester""",Sí,"""modest sample size, which may limit generalizability""",Sí,"""question to be considered in terms of public policy""",Falla fuerte con reconocimiento,5
01367_Revista_Brasileira_de_Saúde_Ma_2024.pdf,Factors associated with parental stress in neonatal intensive care units...,2024,Sí,"""institutions were chosen based on geographical availability""",Sí,"""data collection occurred entirely virtually... limited""",Sí,"""verify the factors... in small municipalities""",Falla fuerte con reconocimiento,5
01368_Revista_Brasileira_de_Saúde_Ma_2024.pdf,Pregnant women in the street context: social vulnerability,2024,Sí,"""study was made up of two participants""",Sí,"""conducted with two respondents... sadness, fear, mistrust""",Sí,"""identify elements... social vulnerability experienced by women""",Falla fuerte con reconocimiento,5
01369_Revista_Brasileira_de_Saúde_Ma_2024.pdf,Prevalence and factors associated with vitamin D deficiency...,2024,No,"""sample by clusters... probabilistic allocation""",Sí,"""study group is relatively homogeneous... allocated from public schools""",Sí,"""adolescents in northern Minas Gerais""",Sin falla relevante,5
01382_Revista_Katálysis_2024.pdf,Curricularização da extensão: realidade da Regional Sul I da ABEPSS,2024,Sí,"""questionário do Google forms e das rodas de conversa""",Sí,"""processo se mostra incipiente e marcado por dúvidas""",Sí,"""particularidades... do Paraná, Santa Catarina e Rio Grande do Sul""",Falla fuerte con reconocimiento,4
01402_Revista_Projetar_2025.pdf,Possibilidades da materialidade na arquitetura contemporânea...,2025,No,Sin evidencia,No,Sin evidencia,No,Sin evidencia,No evaluable,5
01403_Revista_Projetar_2025.pdf,Ambientes hospitalares humanizados: Uma abordagem multidisciplinar,2025,Sí,"""professionals with similar profiles... identified through LinkedIn""",Sí,"""expansion of the number of respondents... could broaden perspective""",Sí,"""design no mercado brasileiro da saúde""",Falla fuerte con reconocimiento,5
01407_Revista_Projetar_2025.pdf,"Fenomenologia, arquitetura e complexidade: Uma análise do Centro Loisium...",2025,No,Sin evidencia,No,Sin evidencia,No,Sin evidencia,No evaluable,5
01408_Revista_Projetar_2025.pdf,A Identidade da Metrópole: O edifício vertical... no Recife,2025,No,Sin evidencia,No,Sin evidencia,No,Sin evidencia,No evaluable,5
01409_Revista_Projetar_2025.pdf,O ideal da flexibilidade na arquitetura moderna europeia,2025,No,Sin evidencia,No,Sin evidencia,No,Sin evidencia,No evaluable,5
01454_Socioeconomic_Analytics_2025.pdf,Impact of the adoption of new rice technologies: a solution for food security in Senegal,2025,No,"""data from the 2017 PAPA survey... and the DASPA survey""",No,Sin evidencia,Sí,"""food security in Senegal""",Sin falla relevante,4
01458_Socioeconomic_Analytics_2025.pdf,Social Network Analysis of Occupational Structures...,2025,No,"""WVSA allows for the application of a national representative random sample""",Sí,"""WVS data constrains the analysis to the variables... available""",Sí,"""The socio-occupational structure of the five countries analysed""",Sin falla relevante,5
01467_Tempo_Social_2024.pdf,“Defendendo a paz social”: Entre a naturalización e o racismo en decisiones de decretación de prisión preventiva,2024,Sí,"""documental de decisiones... convertem prisões em flagrante em prisões preventivas""",No,Sin evidencia,Sí,"""sistema de justiça penal brasileiro segue lógicas discriminatórias""",Falla fuerte clásica,5
01490_Vértices_2020.pdf,Prevalência de mosaicismo cromossômico em 2.500 casos realizados em um laboratório de genética...,2020,Sí,"""estudo descritivo retrospectivo... em um laboratório de genética""",No,Sin evidencia,No,"""Dos 2.500 exames de cariótipo analisados, 19 apresentaram mosaicismo""",Debilidad importante,4
01495_Estudios_Atacameños_2024.pdf,Sentido y valor de los mercados costeros de lugar en Chile...,2024,Sí,"""se aplicaron criterios de muestra estructural""",Sí,"""muestra estructural, procurando representatividad cualitativa""",Sí,"""mercados costeros de lugar en el litoral chileno""",Falla fuerte con reconocimiento,5
01506_Persona_y_Sociedad_2023.pdf,"#GeocienciasArcoíris, una iniciativa pionera en España...",2023,Sí,"""se optó por un muestreo intencionado mediante el contacto por correo""",Sí,"""investigación tiene un carácter exploratorio ya que la muestra no es representativa""",Sí,"""situación del colectivo LGTBI+ en el ámbito de geociencias en el territorio español""",Falla fuerte con reconocimiento,5
01508_Persona_y_Sociedad_2023.pdf,Análisis de la comunicación de influencers políticas en TikTok en España y Argentina,2023,Sí,"""La muestra seleccionada es de tipo incidental""",No,Sin evidencia,Sí,"""comunicación de las mujeres influencers políticas en TikTok en España y Argentina""",Falla fuerte clásica,5
01530_Revista_Hábitat_Sustentable_2024.pdf,PROPUESTA METODOLÓGICA PARA MEDIR EL DESLUMBRAMIENTO EN AMBIENTES INTERIORES...,2024,Sí,"""Se evaluaron 9 participantes... seleccionados como sujetos experimentales de un estudio anterior""",Sí,"""es necesario incluir más participantes... para poder sacar resultados más robustos""",No,Sin evidencia,Sin falla relevante,5
01549_Acta_Neurológica_Colombiana_2023.pdf,Polineuropatía desmielinizante inflamatoria crónica,2023,Sí,"""se evaluaron 34 pacientes... procedían de la consulta y sala de hospitalización""",No,Sin evidencia,Sí,"""CIDP... afecta tanto a hombres como a mujeres""",Falla fuerte clásica,Alta
01203_Heringeriana_2025.pdf,Knowledge of species Psidium L. in Cerrado communities...,2025,Sí,"""identify people interested in participating""",Sí,"""statistical comparisons not recommended""",Sí,"""people incorporated knowledge... into their repertoire""",Falla fuerte con reconocimiento,5
00905_Revista_Transporte_y_Territori_2025.pdf,Movilidad peatonal y justicia territorial: un enfoque comparativo,2025,No,"""A partir de las encuestas de Origen-Destino más recientes""",Sí,"""señalar limitaciones de las encuestas""",No,Sin evidencia,Sin falla relevante,Alta
00906_Revista_Transporte_y_Territori_2024.pdf,"Caracterización inicial de la movilidad de las mujeres rurales en Cuenca, Ecuador",2024,No,"""encuesta representativa aplicada en zonas rurales""",Sí,"""información disponível de la encuesta no permite detallar el tipo de trabajo""",No,Sin evidencia,Sin falla relevante,Alta
00907_Revista_Transporte_y_Territori_2024.pdf,"Conductas de protección vial en la ciudad de Sunchales, Argentina",2024,Sí,"""se registraban los vehículos más próximos y visibles""",Sí,"""no existen garantías de que la muestra sea representativa""",No,Sin evidencia,Debilidad importante,Alta
00908_Revista_Transporte_y_Territori_2024.pdf,Interseções cicláveis: uma análise de indicadores de nível de serviço,2024,Sí,"""foi utilizado o método de 'bola de neve'""",Sí,"""exclusão de pessoas sem acesso à internet""",Sí,"""independentemente da população... principais indicadores destacados""",Falla fuerte con reconocimiento,Alta
00909_Revista_Transporte_y_Territori_2024.pdf,Qualidade do serviço e satisfação dos usuários: estudo do sistema de transporte por ônibus en Porto Alegre,2024,No,"""amostra calculada com nível de confiança de 95% e erro amostral de 5%""",Sí,"""os dados disponíveis têm uma defasagem considerável""",No,Sin evidencia,Sin falla relevante,Alta
00923_Revista_de_Enseñanza_de_la_Fís_2024.pdf,Análise translacional de crenças de autoeficácia na aprendizagem de Física - Parte 2,2024,Sí,"""investigada, de modo exploratório e experimental""",Sí,"""revelando a dificuldade de colher dados seguros neste período""",No,Sin evidencia,Debilidad importante,Alta
00924_Revista_de_Enseñanza_de_la_Fís_2024.pdf,Discussões entre estudantes durante a resolução de questões de física e confiança,2024,Sí,"""junto a três turmas do 1º ano de cursos profissionalizantes""",Sí,"""devido às limitações da nossa pesquisa, nós não temos dados""",No,Sin evidencia,Debilidad importante,Alta
00952_Acta_Scientiarum_Technology_2025.pdf,Assessment of heavy metal accumulation... vicinity of a landfill,2025,Sí,"""orchard is in the landfill area""",No,Sin evidencia,Sí,"""consumption of vegetables cultivated in the region is safe for the inhabitants""",Falla fuerte clásica,Media
00957_Acta_Scientiarum_Technology_2023.pdf,Pesticide residues detected in Colossoma macropomum,2023,No,"""54 fish farms randomly selected from the 138 found""",Sí,"""em 41% (22/54) não foi possível colher tecido muscular""",No,Sin evidencia,Sin falla relevante,Alta
00962_Agrombiente_On-line_2024.pdf,Economic losses due to abscesses and/or vaccine granulomas,2024,Sí,"""evaluating cattle carcass injuries... around 5% of animal per day""",No,Sin evidencia,Sí,"""representing an economic loss of R$ 2,105.20... in the state""",Falla fuerte clásica,Alta
00969_Agrombiente_On-line_2021.pdf,"Açaí production in the municipality of São Miguel do Guamá, Pará: perspective of açaí beaters",2021,Sí,"""sampling method that uses reference chains was adopted""",No,Sin evidencia,Sí,"""generate subsidies for the construction of public policy""",Falla fuerte clásica,Alta
00985_Anais_da_Academia_Brasileira_d_2024.pdf,IFITM3 rs12252 polymorphism association with COVID-19 severity and mortality in a Brazilian sample,2024,Sí,"""hospitalized at Hospital Eduardo de Menezes... were enrolled""",Sí,"""further replication studies in larger and more diverse populations are needed""",No,Sin evidencia,Debilidad importante,Alta
00990_Anais_da_Academia_Brasileira_d_2024.pdf,Supplementation strategies for ewes during gestation and lactation,2024,No,"""distributed in a completely randomized design""",No,Sin evidencia,No,Sin evidencia,Sin falla relevante,Alta
01037_Brazilian_Journal_of_Biology_2025.pdf,Molecular characterization of fungal species in bats from Brazil’s Atlantic Forest,2025,Sí,"""Bats were captured using 10 mist nets... installed in animal transit areas""",Sí,"""gaining this understanding will require further research into the influence of species-specific traits""",No,Sin evidencia,Debilidad importante,Alta
01051_Brazilian_Journal_of_Medical_a_2025.pdf,Fractal analysis of peripheral blood neutrophil chromatin in patients infected with Trypanosoma cruzi and/or HIV,2025,Sí,"""The sample was non-probabilistic and intentional""",Sí,"""it is essential to investigate these potential subpopulations through genetic and immunophenotyping tests""",Sí,"""has proven to be a prognostic tool... in individuals infected with T. cruzi and/or HIV""",Falla fuerte con reconocimiento,Alta
01054_Brazilian_Journal_of_Medical_a_2024.pdf,PMEPA1 promotes gastric cancer cell proliferation...,2024,No,"No hay evidencia clara de selección aleatoria, estudio experimental de laboratorio",No,Sin evidencia,No,Sin evidencia,Sin falla relevante,Alta
01056_Brazilian_Journal_of_Medical_a_2023.pdf,CD40/CD40L expression and its prognostic value in cervical cancer,2023,No,"""Search of CD40/CD40L expression... in public data sets""",Sí,"""public databases... gives a general picture that may not correspond with the protein levels""",No,Sin evidencia,Sin falla relevante,Alta
01059_Brazilian_Journal_of_Medical_a_2021.pdf,Decreased levels of cathepsin Z mRNA expressed by immune blood cells: diagnostic and prognostic implications in prostate cancer,2021,Sí,"""included thirty patients... and twenty healthy male subjects""",Sí,"""indicates an interference of the sample size of this pilot study""",Sí,"""Low CTSZ mRNA expression... is a possible PCa marker""",Falla fuerte con reconocimiento,Alta
